에피소드=1,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-64.0, 누적 만족도=100, 누적보상=-180.0
에피소드=13,아파트수=243, 병원수=265, 기지국수=273, ITS수=259, 수용 가능 인원=48600, 인구수=48241.0, 누적자본=261674844.0, 누적 만족도=100, 누적보상=-5660.0
에피소드=14,아파트수=230, 병원수=267, 기지국수=258, ITS수=285, 수용 가능 인원=46000, 인구수=45760.0, 누적자본=239069624.0, 누적 만족도=100, 누적보상=-8394.0
에피소드=15,아파트수=290, 병원수=253, 기지국수=238, ITS수=259, 수용 가능 인원=58000, 인구수=57916.0, 누적자본=303507428.0, 누적 만족도=57.0, 누적보상=-32752.0
에피소드=16,아파트수=245, 병원수=257, 기지국수=263, ITS수=275, 수용 가능 인원=48700, 인구수=48450.0, 누적자본=247384917.0, 누적 만족도=100, 누적보상=-6343.0
에피소드=17,아파트수=251, 병원수=237, 기지국수=295, ITS수=257, 수용 가능 인원=49600, 인구수=49380.0, 누적자본=260548542.0, 누적 만족도=100, 누적보상=-8005.0
에피소드=18,아파트수=255, 병원수=260, 기지국수=273, ITS수=252, 수용 가능 인원=50800, 인구수=50396.0, 누적자본=269382600.0, 누적 만족도=100, 누적보상=-8984.0
에피소드=19,아파트수=0, 병원수=2, 기지국수=0, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-45.0, 누적 만족도=0, 누적보상=-900.0
에피소드=20,아파트수=277, 병원수=269, 기지국수=229, ITS수=265, 수용 가능 인원=55400, 인구수=55259.0, 누적자본=302796477.0, 누적 만족도=59.0, 누적보상=-49759.0
에피소드=21,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-54.0, 누적 만족도=100, 누적보상=-180.0
에피소드=22,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-79.0, 누적 만족도=0, 누적보상=-900.0
에피소드=23,아파트수=256, 병원수=216, 기지국수=300, ITS수=268, 수용 가능 인원=51000, 인구수=50865.0, 누적자본=280267199.0, 누적 만족도=100, 누적보상=-6496.0
에피소드=24,아파트수=0, 병원수=1, 기지국수=2, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-51.0, 누적 만족도=100, 누적보상=-180.0
에피소드=25,아파트수=0, 병원수=3, 기지국수=0, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-110.0, 누적 만족도=0, 누적보상=-900.0
에피소드=26,아파트수=272, 병원수=244, 기지국수=259, ITS수=265, 수용 가능 인원=54300, 인구수=54058.0, 누적자본=268309436.0, 누적 만족도=92.0, 누적보상=-5670.0
에피소드=27,아파트수=272, 병원수=241, 기지국수=273, ITS수=254, 수용 가능 인원=54400, 인구수=54080.0, 누적자본=282180056.0, 누적 만족도=100, 누적보상=-10105.0
에피소드=28,아파트수=271, 병원수=237, 기지국수=258, ITS수=274, 수용 가능 인원=54200, 인구수=54138.0, 누적자본=275832275.0, 누적 만족도=91.0, 누적보상=-5438.0
에피소드=29,아파트수=284, 병원수=233, 기지국수=242, ITS수=281, 수용 가능 인원=56700, 인구수=56470.0, 누적자본=298725843.0, 누적 만족도=67.0, 누적보상=-18822.0
에피소드=30,아파트수=261, 병원수=258, 기지국수=279, ITS수=242, 수용 가능 인원=52200, 인구수=52053.0, 누적자본=272289573.0, 누적 만족도=100, 누적보상=-8911.0
에피소드=31,아파트수=248, 병원수=267, 기지국수=244, ITS수=281, 수용 가능 인원=49600, 인구수=49456.0, 누적자본=256852518.0, 누적 만족도=98.0, 누적보상=-5998.0
에피소드=32,아파트수=278, 병원수=300, 기지국수=237, ITS수=225, 수용 가능 인원=54800, 인구수=54506.0, 누적자본=278032975.0, 누적 만족도=71.0, 누적보상=-29221.0
에피소드=33,아파트수=266, 병원수=270, 기지국수=246, ITS수=258, 수용 가능 인원=53100, 인구수=52989.0, 누적자본=271719106.0, 누적 만족도=85.0, 누적보상=-21827.0
에피소드=34,아파트수=233, 병원수=259, 기지국수=283, ITS수=265, 수용 가능 인원=46500, 인구수=46110.0, 누적자본=220060157.0, 누적 만족도=100, 누적보상=-6874.0
에피소드=35,아파트수=242, 병원수=259, 기지국수=258, ITS수=281, 수용 가능 인원=48400, 인구수=48328.0, 누적자본=249478472.0, 누적 만족도=100, 누적보상=-9800.0
에피소드=36,아파트수=279, 병원수=258, 기지국수=274, ITS수=229, 수용 가능 인원=55800, 인구수=55470.0, 누적자본=288790733.0, 누적 만족도=98.0, 누적보상=-5103.0
에피소드=37,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-80.0, 누적 만족도=100, 누적보상=-100.0
에피소드=38,아파트수=261, 병원수=259, 기지국수=256, ITS수=264, 수용 가능 인원=52200, 인구수=52055.0, 누적자본=271862894.0, 누적 만족도=97.0, 누적보상=-7204.0
에피소드=39,아파트수=269, 병원수=216, 기지국수=280, ITS수=275, 수용 가능 인원=53700, 인구수=53515.0, 누적자본=284318105.0, 누적 만족도=100, 누적보상=-5191.0
에피소드=40,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-29.0, 누적 만족도=100, 누적보상=-260.0
에피소드=41,아파트수=234, 병원수=243, 기지국수=323, ITS수=240, 수용 가능 인원=46800, 인구수=46495.0, 누적자본=230903775.0, 누적 만족도=100, 누적보상=-11138.0
에피소드=42,아파트수=247, 병원수=248, 기지국수=305, ITS수=240, 수용 가능 인원=49400, 인구수=49121.0, 누적자본=253341091.0, 누적 만족도=100, 누적보상=-7651.0
에피소드=43,아파트수=262, 병원수=241, 기지국수=297, ITS수=240, 수용 가능 인원=52400, 인구수=52155.0, 누적자본=273235168.0, 누적 만족도=100, 누적보상=-5857.0
에피소드=44,아파트수=213, 병원수=258, 기지국수=321, ITS수=248, 수용 가능 인원=42600, 인구수=42448.0, 누적자본=224767281.0, 누적 만족도=100, 누적보상=-6417.0
에피소드=45,아파트수=242, 병원수=227, 기지국수=325, ITS수=246, 수용 가능 인원=48200, 인구수=48194.0, 누적자본=257709901.0, 누적 만족도=100, 누적보상=-5923.0
에피소드=46,아파트수=253, 병원수=240, 기지국수=325, ITS수=222, 수용 가능 인원=50100, 인구수=49852.0, 누적자본=256254671.0, 누적 만족도=100, 누적보상=-5844.0
에피소드=47,아파트수=0, 병원수=2, 기지국수=1, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-38.0, 누적 만족도=100, 누적보상=-180.0
에피소드=48,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=-340.0
에피소드=49,아파트수=208, 병원수=239, 기지국수=366, ITS수=227, 수용 가능 인원=40800, 인구수=40761.0, 누적자본=205163625.0, 누적 만족도=100, 누적보상=-6886.0
에피소드=50,아파트수=205, 병원수=255, 기지국수=339, ITS수=241, 수용 가능 인원=40900, 인구수=40868.0, 누적자본=204796646.0, 누적 만족도=100, 누적보상=-6929.0
에피소드=51,아파트수=0, 병원수=1, 기지국수=3, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-68.0, 누적 만족도=100, 누적보상=-340.0
에피소드=52,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-57.0, 누적 만족도=100, 누적보상=-340.0
에피소드=53,아파트수=0, 병원수=1, 기지국수=2, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-13.0, 누적 만족도=100, 누적보상=-340.0
에피소드=54,아파트수=263, 병원수=222, 기지국수=326, ITS수=229, 수용 가능 인원=52600, 인구수=52380.0, 누적자본=257583125.0, 누적 만족도=100, 누적보상=-5980.0
에피소드=55,아파트수=0, 병원수=2, 기지국수=0, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-40.0, 누적 만족도=0, 누적보상=-900.0
에피소드=56,아파트수=210, 병원수=257, 기지국수=354, ITS수=219, 수용 가능 인원=41700, 인구수=41687.0, 누적자본=218952581.0, 누적 만족도=100, 누적보상=-6686.0
에피소드=57,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-40.0, 누적 만족도=100, 누적보상=-100.0
에피소드=58,아파트수=227, 병원수=247, 기지국수=344, ITS수=222, 수용 가능 인원=45400, 인구수=45144.0, 누적자본=237342842.0, 누적 만족도=100, 누적보상=-8011.0
에피소드=59,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-58.0, 누적 만족도=100, 누적보상=-260.0
에피소드=60,아파트수=248, 병원수=227, 기지국수=330, ITS수=235, 수용 가능 인원=49100, 인구수=49091.0, 누적자본=255532108.0, 누적 만족도=100, 누적보상=-5978.0
에피소드=61,아파트수=224, 병원수=248, 기지국수=331, ITS수=237, 수용 가능 인원=44700, 인구수=44204.0, 누적자본=220087818.0, 누적 만족도=100, 누적보상=-6886.0
에피소드=62,아파트수=231, 병원수=227, 기지국수=355, ITS수=227, 수용 가능 인원=45800, 인구수=45577.0, 누적자본=245269487.0, 누적 만족도=100, 누적보상=-6311.0
에피소드=63,아파트수=208, 병원수=227, 기지국수=380, ITS수=225, 수용 가능 인원=41600, 인구수=41498.0, 누적자본=221342783.0, 누적 만족도=100, 누적보상=-6891.0
에피소드=64,아파트수=215, 병원수=218, 기지국수=377, ITS수=230, 수용 가능 인원=42900, 인구수=42684.0, 누적자본=218481197.0, 누적 만족도=100, 누적보상=-6840.0
에피소드=65,아파트수=199, 병원수=229, 기지국수=390, ITS수=222, 수용 가능 인원=39500, 인구수=39432.0, 누적자본=198769480.0, 누적 만족도=100, 누적보상=-6925.0
에피소드=66,아파트수=215, 병원수=224, 기지국수=357, ITS수=244, 수용 가능 인원=42900, 인구수=42814.0, 누적자본=236014889.0, 누적 만족도=100, 누적보상=-9297.0
에피소드=67,아파트수=210, 병원수=238, 기지국수=380, ITS수=212, 수용 가능 인원=41700, 인구수=41468.0, 누적자본=210864081.0, 누적 만족도=100, 누적보상=-7049.0
에피소드=68,아파트수=211, 병원수=239, 기지국수=377, ITS수=213, 수용 가능 인원=42200, 인구수=42105.0, 누적자본=225160771.0, 누적 만족도=100, 누적보상=-6471.0
에피소드=69,아파트수=231, 병원수=223, 기지국수=381, ITS수=205, 수용 가능 인원=46100, 인구수=45744.0, 누적자본=236076948.0, 누적 만족도=100, 누적보상=-6591.0
에피소드=70,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-66.0, 누적 만족도=100, 누적보상=-180.0
에피소드=71,아파트수=215, 병원수=228, 기지국수=371, ITS수=226, 수용 가능 인원=42900, 인구수=42764.0, 누적자본=227140982.0, 누적 만족도=100, 누적보상=-6499.0
에피소드=72,아파트수=221, 병원수=207, 기지국수=406, ITS수=206, 수용 가능 인원=44200, 인구수=44165.0, 누적자본=226286914.0, 누적 만족도=100, 누적보상=-6350.0
에피소드=73,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-60.0, 누적 만족도=100, 누적보상=-100.0
에피소드=74,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-39.0, 누적 만족도=100, 누적보상=-100.0
에피소드=75,아파트수=227, 병원수=196, 기지국수=408, ITS수=209, 수용 가능 인원=45400, 인구수=45086.0, 누적자본=242055804.0, 누적 만족도=100, 누적보상=-6730.0
에피소드=76,아파트수=206, 병원수=201, 기지국수=417, ITS수=216, 수용 가능 인원=41200, 인구수=41052.0, 누적자본=210585397.0, 누적 만족도=100, 누적보상=-7161.0
에피소드=77,아파트수=205, 병원수=221, 기지국수=392, ITS수=222, 수용 가능 인원=40900, 인구수=40337.0, 누적자본=213010345.0, 누적 만족도=100, 누적보상=-6933.0
에피소드=78,아파트수=235, 병원수=208, 기지국수=400, ITS수=197, 수용 가능 인원=47000, 인구수=46823.0, 누적자본=237452457.0, 누적 만족도=100, 누적보상=-6144.0
에피소드=79,아파트수=231, 병원수=208, 기지국수=377, ITS수=224, 수용 가능 인원=46200, 인구수=46115.0, 누적자본=232423372.0, 누적 만족도=100, 누적보상=-6236.0
에피소드=80,아파트수=196, 병원수=194, 기지국수=421, ITS수=229, 수용 가능 인원=39000, 인구수=38800.0, 누적자본=203133827.0, 누적 만족도=100, 누적보상=-6899.0
에피소드=81,아파트수=210, 병원수=221, 기지국수=414, ITS수=195, 수용 가능 인원=41800, 인구수=41729.0, 누적자본=214040065.0, 누적 만족도=100, 누적보상=-6854.0
에피소드=82,아파트수=0, 병원수=0, 기지국수=4, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=2.0, 누적 만족도=100, 누적보상=-100.0
에피소드=83,아파트수=215, 병원수=206, 기지국수=420, ITS수=199, 수용 가능 인원=43000, 인구수=42782.0, 누적자본=223269585.0, 누적 만족도=100, 누적보상=-8343.0
에피소드=84,아파트수=236, 병원수=201, 기지국수=411, ITS수=192, 수용 가능 인원=47100, 인구수=46778.0, 누적자본=233293581.0, 누적 만족도=100, 누적보상=-6460.0
에피소드=85,아파트수=0, 병원수=1, 기지국수=1, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-1.0, 누적 만족도=100, 누적보상=-420.0
에피소드=86,아파트수=206, 병원수=206, 기지국수=424, ITS수=204, 수용 가능 인원=39900, 인구수=39678.0, 누적자본=214289376.0, 누적 만족도=100, 누적보상=-6756.0
에피소드=87,아파트수=210, 병원수=180, 기지국수=418, ITS수=232, 수용 가능 인원=41900, 인구수=41658.0, 누적자본=218905617.0, 누적 만족도=100, 누적보상=-6569.0
에피소드=88,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=100, 누적보상=-260.0
에피소드=89,아파트수=185, 병원수=208, 기지국수=434, ITS수=213, 수용 가능 인원=36700, 인구수=36518.0, 누적자본=187504916.0, 누적 만족도=100, 누적보상=-7105.0
에피소드=90,아파트수=215, 병원수=207, 기지국수=423, ITS수=195, 수용 가능 인원=42300, 인구수=42106.0, 누적자본=228361962.0, 누적 만족도=100, 누적보상=-6306.0
에피소드=91,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-88.0, 누적 만족도=100, 누적보상=-100.0
에피소드=92,아파트수=194, 병원수=208, 기지국수=425, ITS수=213, 수용 가능 인원=38600, 인구수=38511.0, 누적자본=213663333.0, 누적 만족도=100, 누적보상=-6623.0
에피소드=93,아파트수=201, 병원수=196, 기지국수=452, ITS수=191, 수용 가능 인원=40100, 인구수=39878.0, 누적자본=227000095.0, 누적 만족도=100, 누적보상=-6397.0
에피소드=94,아파트수=189, 병원수=211, 기지국수=435, ITS수=205, 수용 가능 인원=37800, 인구수=37512.0, 누적자본=199548399.0, 누적 만족도=100, 누적보상=-7299.0
에피소드=95,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-46.0, 누적 만족도=100, 누적보상=-100.0
에피소드=96,아파트수=196, 병원수=195, 기지국수=466, ITS수=183, 수용 가능 인원=39200, 인구수=39187.0, 누적자본=204853806.0, 누적 만족도=100, 누적보상=-7028.0
에피소드=97,아파트수=197, 병원수=197, 기지국수=453, ITS수=193, 수용 가능 인원=39000, 인구수=38737.0, 누적자본=196595930.0, 누적 만족도=100, 누적보상=-7589.0
에피소드=98,아파트수=0, 병원수=1, 기지국수=2, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-48.0, 누적 만족도=100, 누적보상=-180.0
에피소드=99,아파트수=222, 병원수=195, 기지국수=438, ITS수=185, 수용 가능 인원=44300, 인구수=44278.0, 누적자본=231377325.0, 누적 만족도=100, 누적보상=-6268.0
에피소드=100,아파트수=208, 병원수=182, 기지국수=449, ITS수=201, 수용 가능 인원=41600, 인구수=41315.0, 누적자본=212896555.0, 누적 만족도=100, 누적보상=-6974.0
에피소드=101,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-53.0, 누적 만족도=100, 누적보상=-180.0
에피소드=102,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-84.0, 누적 만족도=0, 누적보상=-900.0
에피소드=103,아파트수=202, 병원수=198, 기지국수=438, ITS수=202, 수용 가능 인원=39500, 인구수=39257.0, 누적자본=207946491.0, 누적 만족도=100, 누적보상=-7108.0
에피소드=104,아파트수=213, 병원수=180, 기지국수=457, ITS수=190, 수용 가능 인원=42500, 인구수=42144.0, 누적자본=213965619.0, 누적 만족도=100, 누적보상=-6589.0
에피소드=105,아파트수=190, 병원수=200, 기지국수=455, ITS수=195, 수용 가능 인원=37900, 인구수=37688.0, 누적자본=202648841.0, 누적 만족도=100, 누적보상=-8157.0
에피소드=106,아파트수=218, 병원수=188, 기지국수=444, ITS수=190, 수용 가능 인원=43300, 인구수=43186.0, 누적자본=216266066.0, 누적 만족도=100, 누적보상=-7145.0
에피소드=107,아파트수=197, 병원수=186, 기지국수=472, ITS수=185, 수용 가능 인원=39100, 인구수=38896.0, 누적자본=196027644.0, 누적 만족도=100, 누적보상=-9202.0
에피소드=108,아파트수=199, 병원수=216, 기지국수=446, ITS수=179, 수용 가능 인원=39600, 인구수=39561.0, 누적자본=198857887.0, 누적 만족도=100, 누적보상=-7244.0
에피소드=109,아파트수=176, 병원수=194, 기지국수=478, ITS수=192, 수용 가능 인원=35100, 인구수=34885.0, 누적자본=180899497.0, 누적 만족도=100, 누적보상=-7765.0
에피소드=110,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-36.0, 누적 만족도=100, 누적보상=-100.0
에피소드=111,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-69.0, 누적 만족도=100, 누적보상=-180.0
에피소드=112,아파트수=191, 병원수=195, 기지국수=478, ITS수=176, 수용 가능 인원=38200, 인구수=38192.0, 누적자본=211607459.0, 누적 만족도=100, 누적보상=-6840.0
에피소드=113,아파트수=196, 병원수=173, 기지국수=480, ITS수=191, 수용 가능 인원=39200, 인구수=39173.0, 누적자본=191193675.0, 누적 만족도=100, 누적보상=-7101.0
에피소드=114,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-23.0, 누적 만족도=100, 누적보상=-180.0
에피소드=115,아파트수=177, 병원수=187, 기지국수=482, ITS수=194, 수용 가능 인원=35400, 인구수=35280.0, 누적자본=179892838.0, 누적 만족도=100, 누적보상=-7425.0
에피소드=116,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-23.0, 누적 만족도=100, 누적보상=-180.0
에피소드=117,아파트수=207, 병원수=179, 기지국수=495, ITS수=159, 수용 가능 인원=40400, 인구수=40240.0, 누적자본=197997084.0, 누적 만족도=100, 누적보상=-7695.0
에피소드=118,아파트수=181, 병원수=200, 기지국수=481, ITS수=178, 수용 가능 인원=35400, 인구수=35317.0, 누적자본=179584527.0, 누적 만족도=100, 누적보상=-7640.0
에피소드=119,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-49.0, 누적 만족도=100, 누적보상=-260.0
에피소드=120,아파트수=170, 병원수=199, 기지국수=493, ITS수=178, 수용 가능 인원=34000, 인구수=33642.0, 누적자본=181290458.0, 누적 만족도=100, 누적보상=-7220.0
에피소드=121,아파트수=187, 병원수=167, 기지국수=499, ITS수=187, 수용 가능 인원=37400, 인구수=37218.0, 누적자본=189717026.0, 누적 만족도=100, 누적보상=-7478.0
에피소드=122,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-62.0, 누적 만족도=100, 누적보상=-100.0
에피소드=123,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-81.0, 누적 만족도=100, 누적보상=-180.0
에피소드=124,아파트수=167, 병원수=199, 기지국수=498, ITS수=176, 수용 가능 인원=33300, 인구수=33120.0, 누적자본=166400049.0, 누적 만족도=100, 누적보상=-7535.0
에피소드=125,아파트수=160, 병원수=190, 기지국수=495, ITS수=195, 수용 가능 인원=31900, 인구수=31777.0, 누적자본=153555263.0, 누적 만족도=100, 누적보상=-8179.0
에피소드=126,아파트수=188, 병원수=195, 기지국수=489, ITS수=168, 수용 가능 인원=36400, 인구수=36344.0, 누적자본=207230253.0, 누적 만족도=100, 누적보상=-7135.0
에피소드=127,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-25.0, 누적 만족도=100, 누적보상=-100.0
에피소드=128,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-45.0, 누적 만족도=100, 누적보상=-100.0
에피소드=129,아파트수=173, 병원수=180, 기지국수=500, ITS수=187, 수용 가능 인원=34300, 인구수=34021.0, 누적자본=174287399.0, 누적 만족도=100, 누적보상=-7561.0
에피소드=130,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-113.0, 누적 만족도=100, 누적보상=-180.0
에피소드=131,아파트수=195, 병원수=177, 기지국수=498, ITS수=170, 수용 가능 인원=39000, 인구수=38903.0, 누적자본=195448654.0, 누적 만족도=100, 누적보상=-7068.0
에피소드=132,아파트수=0, 병원수=1, 기지국수=1, ITS수=5, 수용 가능 인원=0, 인구수=0.0, 누적자본=-34.0, 누적 만족도=100, 누적보상=-100.0
에피소드=133,아파트수=182, 병원수=171, 기지국수=498, ITS수=189, 수용 가능 인원=36200, 인구수=36129.0, 누적자본=167696696.0, 누적 만족도=100, 누적보상=-7511.0
에피소드=134,아파트수=0, 병원수=1, 기지국수=3, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-64.0, 누적 만족도=100, 누적보상=-180.0
에피소드=135,아파트수=174, 병원수=187, 기지국수=507, ITS수=172, 수용 가능 인원=34800, 인구수=34729.0, 누적자본=187668386.0, 누적 만족도=100, 누적보상=-7161.0
에피소드=136,아파트수=180, 병원수=152, 기지국수=522, ITS수=186, 수용 가능 인원=34600, 인구수=34492.0, 누적자본=183821230.0, 누적 만족도=100, 누적보상=-8739.0
에피소드=137,아파트수=200, 병원수=172, 기지국수=506, ITS수=162, 수용 가능 인원=39900, 인구수=39706.0, 누적자본=204399866.0, 누적 만족도=100, 누적보상=-6990.0
에피소드=138,아파트수=185, 병원수=176, 기지국수=521, ITS수=158, 수용 가능 인원=35300, 인구수=35076.0, 누적자본=182290683.0, 누적 만족도=100, 누적보상=-7245.0
에피소드=139,아파트수=187, 병원수=156, 기지국수=526, ITS수=171, 수용 가능 인원=37200, 인구수=37145.0, 누적자본=209709148.0, 누적 만족도=100, 누적보상=-9925.0
에피소드=140,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-55.0, 누적 만족도=100, 누적보상=-100.0
에피소드=141,아파트수=192, 병원수=157, 기지국수=527, ITS수=164, 수용 가능 인원=36900, 인구수=36764.0, 누적자본=188880220.0, 누적 만족도=100, 누적보상=-7205.0
에피소드=142,아파트수=174, 병원수=211, 기지국수=481, ITS수=174, 수용 가능 인원=34800, 인구수=34756.0, 누적자본=192593571.0, 누적 만족도=100, 누적보상=-7219.0
에피소드=143,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-109.0, 누적 만족도=100, 누적보상=-100.0
에피소드=144,아파트수=0, 병원수=0, 기지국수=5, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-30.0, 누적 만족도=100, 누적보상=-100.0
에피소드=145,아파트수=172, 병원수=164, 기지국수=536, ITS수=168, 수용 가능 인원=34100, 인구수=34050.0, 누적자본=165884253.0, 누적 만족도=100, 누적보상=-7828.0
에피소드=146,아파트수=175, 병원수=177, 기지국수=499, ITS수=189, 수용 가능 인원=35000, 인구수=34936.0, 누적자본=173185355.0, 누적 만족도=100, 누적보상=-7503.0
에피소드=147,아파트수=172, 병원수=170, 기지국수=553, ITS수=145, 수용 가능 인원=32900, 인구수=32840.0, 누적자본=168464422.0, 누적 만족도=100, 누적보상=-7474.0
에피소드=148,아파트수=187, 병원수=153, 기지국수=524, ITS수=176, 수용 가능 인원=36700, 인구수=36408.0, 누적자본=179363086.0, 누적 만족도=100, 누적보상=-7385.0
에피소드=149,아파트수=0, 병원수=2, 기지국수=1, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-34.0, 누적 만족도=100, 누적보상=-100.0
에피소드=150,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-100.0, 누적 만족도=100, 누적보상=-180.0
에피소드=151,아파트수=177, 병원수=176, 기지국수=536, ITS수=151, 수용 가능 인원=33700, 인구수=33498.0, 누적자본=178874285.0, 누적 만족도=100, 누적보상=-7450.0
