에피소드=1,아파트수=273, 병원수=255, 기지국수=271, ITS수=241, 수용 가능 인원=54300, 인구수=53997.0, 누적자본=272518172.0, 누적 만족도=100, 누적보상=9003.0
에피소드=18,아파트수=250, 병원수=246, 기지국수=269, ITS수=275, 수용 가능 인원=49600, 인구수=49072.0, 누적자본=237680027.0, 누적 만족도=100, 누적보상=12043.0
에피소드=19,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-63.0, 누적 만족도=100, 누적보상=20.0
에피소드=20,아파트수=281, 병원수=270, 기지국수=249, ITS수=240, 수용 가능 인원=56200, 인구수=55840.0, 누적자본=292588953.0, 누적 만족도=76.0, 누적보상=-21512.0
에피소드=21,아파트수=262, 병원수=248, 기지국수=275, ITS수=255, 수용 가능 인원=52400, 인구수=52034.0, 누적자본=260975654.0, 누적 만족도=100, 누적보상=10272.0
에피소드=22,아파트수=245, 병원수=280, 기지국수=262, ITS수=253, 수용 가능 인원=49000, 인구수=48744.0, 누적자본=249584444.0, 누적 만족도=100, 누적보상=12351.0
에피소드=23,아파트수=270, 병원수=243, 기지국수=259, ITS수=268, 수용 가능 인원=53800, 인구수=53645.0, 누적자본=279838113.0, 누적 만족도=93.0, 누적보상=9391.0
에피소드=24,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-89.0, 누적 만족도=60, 누적보상=-300.0
에피소드=25,아파트수=259, 병원수=277, 기지국수=239, ITS수=265, 수용 가능 인원=51800, 인구수=51359.0, 누적자본=265596797.0, 누적 만족도=86.0, 누적보상=-10105.0
에피소드=26,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-46.0, 누적 만족도=100, 누적보상=100.0
에피소드=27,아파트수=251, 병원수=259, 기지국수=270, ITS수=260, 수용 가능 인원=50200, 인구수=49792.0, 누적자본=257671317.0, 누적 만족도=100, 누적보상=3833.0
에피소드=28,아파트수=265, 병원수=270, 기지국수=264, ITS수=241, 수용 가능 인원=52700, 인구수=52316.0, 누적자본=254547014.0, 누적 만족도=100, 누적보상=11649.0
에피소드=29,아파트수=246, 병원수=275, 기지국수=265, ITS수=254, 수용 가능 인원=49100, 인구수=48550.0, 누적자본=258982743.0, 누적 만족도=100, 누적보상=11427.0
에피소드=30,아파트수=272, 병원수=282, 기지국수=241, ITS수=245, 수용 가능 인원=54200, 인구수=53769.0, 누적자본=270608528.0, 누적 만족도=78.0, 누적보상=-6899.0
에피소드=31,아파트수=268, 병원수=263, 기지국수=248, ITS수=261, 수용 가능 인원=53300, 인구수=53004.0, 누적자본=269203817.0, 누적 만족도=87.0, 누적보상=-15993.0
에피소드=32,아파트수=255, 병원수=251, 기지국수=259, ITS수=275, 수용 가능 인원=50800, 인구수=50491.0, 누적자본=265939768.0, 누적 만족도=100, 누적보상=472.0
에피소드=33,아파트수=250, 병원수=286, 기지국수=256, ITS수=248, 수용 가능 인원=49400, 인구수=49252.0, 누적자본=252797817.0, 누적 만족도=100, 누적보상=8950.0
에피소드=34,아파트수=244, 병원수=264, 기지국수=259, ITS수=273, 수용 가능 인원=48700, 인구수=48477.0, 누적자본=256798244.0, 누적 만족도=100, 누적보상=-3069.0
에피소드=35,아파트수=280, 병원수=266, 기지국수=256, ITS수=238, 수용 가능 인원=56000, 인구수=55569.0, 누적자본=278944636.0, 누적 만족도=84.0, 누적보상=2725.0
에피소드=36,아파트수=248, 병원수=260, 기지국수=259, ITS수=273, 수용 가능 인원=49500, 인구수=49392.0, 누적자본=265660915.0, 누적 만족도=100, 누적보상=-4525.0
에피소드=37,아파트수=0, 병원수=0, 기지국수=3, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-21.0, 누적 만족도=100, 누적보상=100.0
에피소드=38,아파트수=244, 병원수=253, 기지국수=280, ITS수=263, 수용 가능 인원=48700, 인구수=48259.0, 누적자본=245821787.0, 누적 만족도=100, 누적보상=12174.0
에피소드=39,아파트수=253, 병원수=272, 기지국수=284, ITS수=231, 수용 가능 인원=50200, 인구수=49998.0, 누적자본=258377789.0, 누적 만족도=100, 누적보상=11516.0
에피소드=40,아파트수=272, 병원수=268, 기지국수=253, ITS수=247, 수용 가능 인원=54400, 인구수=53903.0, 누적자본=272502972.0, 누적 만족도=88.0, 누적보상=6661.0
에피소드=41,아파트수=0, 병원수=3, 기지국수=0, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-79.0, 누적 만족도=60, 누적보상=-300.0
에피소드=42,아파트수=226, 병원수=257, 기지국수=288, ITS수=269, 수용 가능 인원=44900, 인구수=44516.0, 누적자본=237767406.0, 누적 만족도=100, 누적보상=12203.0
에피소드=43,아파트수=0, 병원수=1, 기지국수=2, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-29.0, 누적 만족도=100, 누적보상=100.0
에피소드=44,아파트수=258, 병원수=249, 기지국수=255, ITS수=278, 수용 가능 인원=51600, 인구수=51211.0, 누적자본=267425686.0, 누적 만족도=100.0, 누적보상=-2649.0
에피소드=45,아파트수=0, 병원수=1, 기지국수=1, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-10.0, 누적 만족도=100, 누적보상=100.0
에피소드=46,아파트수=259, 병원수=267, 기지국수=244, ITS수=270, 수용 가능 인원=51700, 인구수=51550.0, 누적자본=270509654.0, 누적 만족도=89.0, 누적보상=-1437.0
에피소드=47,아파트수=262, 병원수=271, 기지국수=253, ITS수=254, 수용 가능 인원=52400, 인구수=52066.0, 누적자본=264571916.0, 누적 만족도=95.0, 누적보상=7251.0
에피소드=48,아파트수=251, 병원수=255, 기지국수=268, ITS수=266, 수용 가능 인원=50000, 인구수=49793.0, 누적자본=259147200.0, 누적 만족도=100, 누적보상=7041.0
에피소드=49,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-64.0, 누적 만족도=100, 누적보상=60.0
에피소드=50,아파트수=0, 병원수=2, 기지국수=1, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-78.0, 누적 만족도=100, 누적보상=20.0
에피소드=51,아파트수=266, 병원수=254, 기지국수=242, ITS수=278, 수용 가능 인원=53000, 인구수=52748.0, 누적자본=264121009.0, 누적 만족도=83.0, 누적보상=4520.0
에피소드=52,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-70.0, 누적 만족도=100, 누적보상=60.0
에피소드=53,아파트수=268, 병원수=281, 기지국수=245, ITS수=246, 수용 가능 인원=53300, 인구수=53069.0, 누적자본=266339570.0, 누적 만족도=84.0, 누적보상=-17241.0
에피소드=54,아파트수=258, 병원수=250, 기지국수=269, ITS수=263, 수용 가능 인원=50500, 인구수=49984.0, 누적자본=252433429.0, 누적 만족도=100, 누적보상=8858.0
에피소드=55,아파트수=269, 병원수=253, 기지국수=245, ITS수=273, 수용 가능 인원=53600, 인구수=52982.0, 누적자본=274539383.0, 누적 만족도=85.0, 누적보상=-20148.0
에피소드=56,아파트수=0, 병원수=0, 기지국수=3, ITS수=4, 수용 가능 인원=0, 인구수=0.0, 누적자본=-22.0, 누적 만족도=100, 누적보상=100.0
에피소드=57,아파트수=276, 병원수=245, 기지국수=274, ITS수=245, 수용 가능 인원=55100, 인구수=54921.0, 누적자본=288168218.0, 누적 만족도=100.0, 누적보상=10166.0
에피소드=58,아파트수=217, 병원수=287, 기지국수=278, ITS수=258, 수용 가능 인원=43400, 인구수=43337.0, 누적자본=229808460.0, 누적 만족도=100, 누적보상=12217.0
에피소드=59,아파트수=252, 병원수=288, 기지국수=264, ITS수=236, 수용 가능 인원=50300, 인구수=49971.0, 누적자본=257828362.0, 누적 만족도=100, 누적보상=12143.0
에피소드=60,아파트수=257, 병원수=254, 기지국수=272, ITS수=257, 수용 가능 인원=51000, 인구수=50939.0, 누적자본=265121808.0, 누적 만족도=100, 누적보상=9814.0
에피소드=61,아파트수=267, 병원수=263, 기지국수=274, ITS수=236, 수용 가능 인원=53400, 인구수=53235.0, 누적자본=264321540.0, 누적 만족도=100, 누적보상=12523.0
에피소드=62,아파트수=278, 병원수=252, 기지국수=244, ITS수=266, 수용 가능 인원=55600, 인구수=55281.0, 누적자본=283588466.0, 누적 만족도=74.0, 누적보상=-2409.0
에피소드=63,아파트수=261, 병원수=250, 기지국수=267, ITS수=262, 수용 가능 인원=52100, 인구수=51787.0, 누적자본=260707229.0, 누적 만족도=100, 누적보상=11968.0
에피소드=64,아파트수=236, 병원수=265, 기지국수=268, ITS수=271, 수용 가능 인원=47200, 인구수=46885.0, 누적자본=249544650.0, 누적 만족도=100, 누적보상=11456.0
에피소드=65,아파트수=266, 병원수=262, 기지국수=265, ITS수=247, 수용 가능 인원=53200, 인구수=52524.0, 누적자본=276542495.0, 누적 만족도=100, 누적보상=2185.0
에피소드=66,아파트수=252, 병원수=267, 기지국수=248, ITS수=273, 수용 가능 인원=50400, 인구수=50344.0, 누적자본=241037146.0, 누적 만족도=98.0, 누적보상=9219.0
에피소드=67,아파트수=266, 병원수=254, 기지국수=267, ITS수=253, 수용 가능 인원=53100, 인구수=53039.0, 누적자본=270754104.0, 누적 만족도=100, 누적보상=10252.0
에피소드=68,아파트수=263, 병원수=251, 기지국수=255, ITS수=271, 수용 가능 인원=52500, 인구수=51902.0, 누적자본=277884062.0, 누적 만족도=97.0, 누적보상=-8169.0
에피소드=69,아파트수=269, 병원수=261, 기지국수=239, ITS수=271, 수용 가능 인원=53800, 인구수=53553.0, 누적자본=279756967.0, 누적 만족도=77.0, 누적보상=-4575.0
에피소드=70,아파트수=255, 병원수=246, 기지국수=256, ITS수=283, 수용 가능 인원=50400, 인구수=50073.0, 누적자본=261514448.0, 누적 만족도=100, 누적보상=10608.0
에피소드=71,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=60.0
에피소드=72,아파트수=267, 병원수=261, 기지국수=251, ITS수=261, 수용 가능 인원=53200, 인구수=52694.0, 누적자본=275439966.0, 누적 만족도=91.0, 누적보상=10245.0
에피소드=73,아파트수=268, 병원수=266, 기지국수=222, ITS수=284, 수용 가능 인원=53600, 인구수=53503.0, 누적자본=280994131.0, 누적 만족도=60.0, 누적보상=-42890.0
에피소드=74,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-41.0, 누적 만족도=100, 누적보상=100.0
에피소드=75,아파트수=270, 병원수=267, 기지국수=265, ITS수=238, 수용 가능 인원=53700, 인구수=53357.0, 누적자본=291930717.0, 누적 만족도=99.0, 누적보상=-17264.0
에피소드=76,아파트수=264, 병원수=241, 기지국수=277, ITS수=258, 수용 가능 인원=52400, 인구수=52077.0, 누적자본=263678099.0, 누적 만족도=100, 누적보상=11625.0
에피소드=77,아파트수=237, 병원수=282, 기지국수=259, ITS수=262, 수용 가능 인원=47400, 인구수=47224.0, 누적자본=248013249.0, 누적 만족도=100, 누적보상=2577.0
에피소드=78,아파트수=263, 병원수=276, 기지국수=285, ITS수=216, 수용 가능 인원=52400, 인구수=52218.0, 누적자본=261449574.0, 누적 만족도=100, 누적보상=12510.0
에피소드=79,아파트수=0, 병원수=1, 기지국수=3, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-37.0, 누적 만족도=100, 누적보상=100.0
에피소드=80,아파트수=257, 병원수=258, 기지국수=289, ITS수=236, 수용 가능 인원=51400, 인구수=51224.0, 누적자본=272245594.0, 누적 만족도=100, 누적보상=12142.0
에피소드=81,아파트수=258, 병원수=264, 기지국수=270, ITS수=248, 수용 가능 인원=51600, 인구수=51246.0, 누적자본=263488773.0, 누적 만족도=100, 누적보상=11822.0
에피소드=82,아파트수=254, 병원수=248, 기지국수=256, ITS수=282, 수용 가능 인원=50600, 인구수=50468.0, 누적자본=256660065.0, 누적 만족도=100, 누적보상=11889.0
에피소드=83,아파트수=237, 병원수=284, 기지국수=263, ITS수=256, 수용 가능 인원=47300, 인구수=46810.0, 누적자본=231527624.0, 누적 만족도=100, 누적보상=12172.0
에피소드=84,아파트수=249, 병원수=261, 기지국수=252, ITS수=278, 수용 가능 인원=49800, 인구수=49609.0, 누적자본=261123132.0, 누적 만족도=100, 누적보상=10293.0
에피소드=85,아파트수=249, 병원수=241, 기지국수=267, ITS수=283, 수용 가능 인원=49600, 인구수=49461.0, 누적자본=245151027.0, 누적 만족도=100, 누적보상=10684.0
에피소드=86,아파트수=247, 병원수=254, 기지국수=261, ITS수=278, 수용 가능 인원=49400, 인구수=49083.0, 누적자본=254389407.0, 누적 만족도=100, 누적보상=9741.0
에피소드=87,아파트수=251, 병원수=266, 기지국수=243, ITS수=280, 수용 가능 인원=50000, 인구수=49709.0, 누적자본=248785880.0, 누적 만족도=96.0, 누적보상=10400.0
에피소드=88,아파트수=248, 병원수=257, 기지국수=272, ITS수=263, 수용 가능 인원=49100, 인구수=48672.0, 누적자본=242421796.0, 누적 만족도=100, 누적보상=9995.0
에피소드=89,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-71.0, 누적 만족도=100, 누적보상=-60.0
에피소드=90,아파트수=256, 병원수=265, 기지국수=275, ITS수=244, 수용 가능 인원=51100, 인구수=50952.0, 누적자본=262333415.0, 누적 만족도=100, 누적보상=11868.0
에피소드=91,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-19.0, 누적 만족도=100, 누적보상=100.0
에피소드=92,아파트수=275, 병원수=251, 기지국수=253, ITS수=261, 수용 가능 인원=54400, 인구수=54124.0, 누적자본=293816072.0, 누적 만족도=87.0, 누적보상=-29791.0
에피소드=93,아파트수=244, 병원수=242, 기지국수=283, ITS수=271, 수용 가능 인원=48700, 인구수=48383.0, 누적자본=253512282.0, 누적 만족도=100, 누적보상=10999.0
에피소드=94,아파트수=266, 병원수=254, 기지국수=261, ITS수=259, 수용 가능 인원=53200, 인구수=53019.0, 누적자본=281836084.0, 누적 만족도=97.0, 누적보상=5843.0
에피소드=95,아파트수=251, 병원수=245, 기지국수=272, ITS수=272, 수용 가능 인원=50200, 인구수=49894.0, 누적자본=260031507.0, 누적 만족도=100, 누적보상=12502.0
에피소드=96,아파트수=249, 병원수=272, 기지국수=244, ITS수=275, 수용 가능 인원=49800, 인구수=49663.0, 누적자본=259259595.0, 누적 만족도=97.0, 누적보상=-9871.0
에피소드=97,아파트수=255, 병원수=274, 기지국수=260, ITS수=251, 수용 가능 인원=50900, 인구수=50803.0, 누적자본=261204946.0, 누적 만족도=100, 누적보상=107.0
에피소드=98,아파트수=0, 병원수=1, 기지국수=2, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-18.0, 누적 만족도=100, 누적보상=-20.0
에피소드=99,아파트수=251, 병원수=282, 기지국수=255, ITS수=252, 수용 가능 인원=50200, 인구수=49834.0, 누적자본=257282236.0, 누적 만족도=100, 누적보상=11656.0
에피소드=100,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-43.0, 누적 만족도=100, 누적보상=20.0
에피소드=101,아파트수=266, 병원수=248, 기지국수=247, ITS수=279, 수용 가능 인원=53000, 인구수=52617.0, 누적자본=279626345.0, 누적 만족도=88.0, 누적보상=-27018.0
에피소드=102,아파트수=274, 병원수=254, 기지국수=266, ITS수=246, 수용 가능 인원=54800, 인구수=54426.0, 누적자본=279452920.0, 누적 만족도=96.0, 누적보상=493.0
에피소드=103,아파트수=291, 병원수=255, 기지국수=234, ITS수=260, 수용 가능 인원=58200, 인구수=57899.0, 누적자본=301147181.0, 누적 만족도=53.0, 누적보상=-36594.0
에피소드=104,아파트수=268, 병원수=254, 기지국수=262, ITS수=256, 수용 가능 인원=53600, 인구수=53139.0, 누적자본=284620678.0, 누적 만족도=98.0, 누적보상=7906.0
에피소드=105,아파트수=245, 병원수=252, 기지국수=277, ITS수=266, 수용 가능 인원=48900, 인구수=48484.0, 누적자본=246609124.0, 누적 만족도=100, 누적보상=12235.0
에피소드=106,아파트수=268, 병원수=258, 기지국수=249, ITS수=265, 수용 가능 인원=53600, 인구수=53265.0, 누적자본=276415378.0, 누적 만족도=87.0, 누적보상=-11427.0
에피소드=107,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-121.0, 누적 만족도=100, 누적보상=-20.0
에피소드=108,아파트수=248, 병원수=261, 기지국수=263, ITS수=268, 수용 가능 인원=49600, 인구수=49513.0, 누적자본=256583174.0, 누적 만족도=100, 누적보상=11056.0
에피소드=109,아파트수=0, 병원수=2, 기지국수=1, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-55.0, 누적 만족도=100, 누적보상=100.0
에피소드=110,아파트수=246, 병원수=258, 기지국수=281, ITS수=255, 수용 가능 인원=48900, 인구수=48826.0, 누적자본=257501345.0, 누적 만족도=100, 누적보상=9387.0
에피소드=111,아파트수=233, 병원수=265, 기지국수=265, ITS수=277, 수용 가능 인원=46600, 인구수=46056.0, 누적자본=256541167.0, 누적 만족도=100, 누적보상=412.0
에피소드=112,아파트수=227, 병원수=258, 기지국수=276, ITS수=279, 수용 가능 인원=45400, 인구수=45048.0, 누적자본=226131331.0, 누적 만족도=100, 누적보상=9256.0
에피소드=113,아파트수=272, 병원수=264, 기지국수=238, ITS수=266, 수용 가능 인원=54400, 인구수=54288.0, 누적자본=277733267.0, 누적 만족도=72.0, 누적보상=-11722.0
에피소드=114,아파트수=0, 병원수=3, 기지국수=1, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-117.0, 누적 만족도=100, 누적보상=20.0
에피소드=115,아파트수=229, 병원수=272, 기지국수=260, ITS수=279, 수용 가능 인원=45700, 인구수=45383.0, 누적자본=231066818.0, 누적 만족도=100, 누적보상=12153.0
에피소드=116,아파트수=247, 병원수=266, 기지국수=255, ITS수=272, 수용 가능 인원=49300, 인구수=49125.0, 누적자본=258130876.0, 누적 만족도=100, 누적보상=-702.0
에피소드=117,아파트수=263, 병원수=259, 기지국수=278, ITS수=240, 수용 가능 인원=52400, 인구수=51992.0, 누적자본=268113811.0, 누적 만족도=100, 누적보상=12595.0
에피소드=118,아파트수=0, 병원수=1, 기지국수=2, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-15.0, 누적 만족도=100, 누적보상=20.0
에피소드=119,아파트수=258, 병원수=274, 기지국수=247, ITS수=261, 수용 가능 인원=51400, 인구수=51141.0, 누적자본=257014830.0, 누적 만족도=94.0, 누적보상=-51.0
에피소드=120,아파트수=252, 병원수=248, 기지국수=258, ITS수=282, 수용 가능 인원=50400, 인구수=50204.0, 누적자본=261020766.0, 누적 만족도=100, 누적보상=11374.0
에피소드=121,아파트수=0, 병원수=1, 기지국수=3, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-23.0, 누적 만족도=100, 누적보상=60.0
에피소드=122,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-82.0, 누적 만족도=100, 누적보상=100.0
에피소드=123,아파트수=257, 병원수=248, 기지국수=279, ITS수=256, 수용 가능 인원=51400, 인구수=51140.0, 누적자본=253442748.0, 누적 만족도=100, 누적보상=12104.0
에피소드=124,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-96.0, 누적 만족도=100, 누적보상=100.0
에피소드=125,아파트수=237, 병원수=259, 기지국수=276, ITS수=268, 수용 가능 인원=47300, 인구수=46990.0, 누적자본=235548917.0, 누적 만족도=100, 누적보상=8849.0
에피소드=126,아파트수=242, 병원수=273, 기지국수=273, ITS수=252, 수용 가능 인원=48400, 인구수=48343.0, 누적자본=252862384.0, 누적 만족도=100, 누적보상=11204.0
에피소드=127,아파트수=269, 병원수=261, 기지국수=272, ITS수=238, 수용 가능 인원=53600, 인구수=53280.0, 누적자본=270193977.0, 누적 만족도=100, 누적보상=7460.0
에피소드=128,아파트수=278, 병원수=256, 기지국수=255, ITS수=251, 수용 가능 인원=55600, 인구수=55541.0, 누적자본=297870818.0, 누적 만족도=83.0, 누적보상=-30356.0
에피소드=129,아파트수=277, 병원수=244, 기지국수=262, ITS수=257, 수용 가능 인원=55400, 인구수=55144.0, 누적자본=294783974.0, 누적 만족도=90.0, 누적보상=-13372.0
에피소드=130,아파트수=0, 병원수=2, 기지국수=0, ITS수=3, 수용 가능 인원=0, 인구수=0.0, 누적자본=-20.0, 누적 만족도=60, 누적보상=-300.0
에피소드=131,아파트수=265, 병원수=235, 기지국수=272, ITS수=268, 수용 가능 인원=52600, 인구수=52444.0, 누적자본=275788672.0, 누적 만족도=100, 누적보상=6067.0
에피소드=132,아파트수=257, 병원수=264, 기지국수=257, ITS수=262, 수용 가능 인원=51400, 인구수=51013.0, 누적자본=268556739.0, 누적 만족도=100, 누적보상=3424.0
에피소드=133,아파트수=234, 병원수=255, 기지국수=269, ITS수=282, 수용 가능 인원=46400, 인구수=45990.0, 누적자본=242755975.0, 누적 만족도=100, 누적보상=12331.0
에피소드=134,아파트수=270, 병원수=241, 기지국수=257, ITS수=272, 수용 가능 인원=53800, 인구수=53423.0, 누적자본=276874366.0, 누적 만족도=93.0, 누적보상=1278.0
에피소드=135,아파트수=255, 병원수=258, 기지국수=242, ITS수=285, 수용 가능 인원=50200, 인구수=50187.0, 누적자본=246932415.0, 누적 만족도=93.0, 누적보상=8135.0
에피소드=136,아파트수=277, 병원수=252, 기지국수=290, ITS수=221, 수용 가능 인원=55000, 인구수=54842.0, 누적자본=282300601.0, 누적 만족도=100, 누적보상=12699.0
에피소드=137,아파트수=258, 병원수=273, 기지국수=238, ITS수=271, 수용 가능 인원=51600, 인구수=51110.0, 누적자본=262219064.0, 누적 만족도=86.0, 누적보상=-3428.0
에피소드=138,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-85.0, 누적 만족도=100, 누적보상=20.0
에피소드=139,아파트수=284, 병원수=283, 기지국수=245, ITS수=228, 수용 가능 인원=54900, 인구수=54271.0, 누적자본=278336946.0, 누적 만족도=79.0, 누적보상=1107.0
에피소드=140,아파트수=256, 병원수=273, 기지국수=254, ITS수=257, 수용 가능 인원=50900, 인구수=50844.0, 누적자본=264894261.0, 누적 만족도=100.0, 누적보상=7731.0
에피소드=141,아파트수=0, 병원수=2, 기지국수=2, ITS수=1, 수용 가능 인원=0, 인구수=0.0, 누적자본=-77.0, 누적 만족도=100, 누적보상=60.0
에피소드=142,아파트수=0, 병원수=4, 기지국수=0, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-164.0, 누적 만족도=60, 누적보상=-300.0
에피소드=143,아파트수=0, 병원수=0, 기지국수=4, ITS수=2, 수용 가능 인원=0, 인구수=0.0, 누적자본=-29.0, 누적 만족도=100, 누적보상=100.0
에피소드=144,아파트수=263, 병원수=243, 기지국수=261, ITS수=273, 수용 가능 인원=52600, 인구수=52242.0, 누적자본=266367177.0, 누적 만족도=100, 누적보상=12498.0
에피소드=145,아파트수=0, 병원수=2, 기지국수=2, ITS수=0, 수용 가능 인원=0, 인구수=0.0, 누적자본=-74.0, 누적 만족도=100, 누적보상=20.0
에피소드=146,아파트수=249, 병원수=273, 기지국수=225, ITS수=293, 수용 가능 인원=49200, 인구수=48854.0, 누적자본=251919912.0, 누적 만족도=84.0, 누적보상=-7976.0
에피소드=147,아파트수=293, 병원수=251, 기지국수=267, ITS수=229, 수용 가능 인원=57900, 인구수=57674.0, 누적자본=290163454.0, 누적 만족도=85.0, 누적보상=2960.0
에피소드=148,아파트수=296, 병원수=249, 기지국수=253, ITS수=242, 수용 가능 인원=58200, 인구수=57701.0, 누적자본=300497172.0, 누적 만족도=73.0, 누적보상=-25309.0
에피소드=149,아파트수=259, 병원수=233, 기지국수=278, ITS수=270, 수용 가능 인원=51400, 인구수=51120.0, 누적자본=273432355.0, 누적 만족도=100, 누적보상=9601.0
에피소드=150,아파트수=277, 병원수=242, 기지국수=236, ITS수=285, 수용 가능 인원=54500, 인구수=54171.0, 누적자본=272924080.0, 누적 만족도=71.0, 누적보상=-22235.0
에피소드=151,아파트수=252, 병원수=268, 기지국수=270, ITS수=250, 수용 가능 인원=50100, 인구수=49821.0, 누적자본=264767059.0, 누적 만족도=100, 누적보상=12548.0
